Id_Rssd,Region,N,asOfDate
1073757,Caribbean,31,2013-12-31
1073757,Southeast Asia and Oceania,37,2013-12-31
1073757,East Asia,24,2013-12-31
1073757,South Asia,6,2013-12-31
1073757,Africa,7,2013-12-31
1073757,Middle East,5,2013-12-31
1073757,Northern America,1469,2014-03-31
1073757,Europe,190,2014-03-31
1073757,Southeast Asia and Oceania,34,2014-03-31
1073757,South Asia,6,2014-03-31
1073757,Africa,7,2014-03-31
1073757,Central and South America,34,2014-03-31
1073757,East Asia,23,2014-03-31
1073757,Caribbean,30,2014-03-31
1073757,Middle East,4,2014-03-31
1073757,Northern America,1438,2014-06-30
1073757,Europe,190,2014-06-30
1073757,Southeast Asia and Oceania,34,2014-06-30
1073757,South Asia,6,2014-06-30
1073757,Africa,7,2014-06-30
1073757,Central and South America,34,2014-06-30
1073757,East Asia,22,2014-06-30
1073757,Caribbean,30,2014-06-30
1073757,Middle East,4,2014-06-30
1073757,Northern America,1438,2014-09-30
1073757,Europe,187,2014-09-30
1073757,Southeast Asia and Oceania,32,2014-09-30
1073757,South Asia,6,2014-09-30
1073757,Africa,7,2014-09-30
1073757,Central and South America,34,2014-09-30
1073757,East Asia,22,2014-09-30
1073757,Caribbean,29,2014-09-30
1073757,Middle East,4,2014-09-30
1073757,Northern America,1429,2014-12-31
1073757,Europe,178,2014-12-31
1073757,Southeast Asia and Oceania,31,2014-12-31
1073757,South Asia,6,2014-12-31
1073757,Africa,7,2014-12-31
1073757,Central and South America,34,2014-12-31
1073757,East Asia,21,2014-12-31
1073757,Caribbean,29,2014-12-31
1073757,Middle East,4,2014-12-31
1073757,Northern America,1422,2015-03-31
1073757,Europe,173,2015-03-31
1073757,Southeast Asia and Oceania,31,2015-03-31
1073757,South Asia,6,2015-03-31
1073757,Africa,7,2015-03-31
1073757,Central and South America,33,2015-03-31
1073757,East Asia,20,2015-03-31
1073757,Caribbean,25,2015-03-31
1073757,Middle East,4,2015-03-31
1073757,Northern America,1384,2015-06-30
1073757,Europe,171,2015-06-30
1073757,Southeast Asia and Oceania,31,2015-06-30
1073757,South Asia,6,2015-06-30
1073757,Africa,7,2015-06-30
1073757,Central and South America,29,2015-06-30
1073757,East Asia,19,2015-06-30
1073757,Caribbean,22,2015-06-30
1073757,Middle East,4,2015-06-30
1073757,Northern America,1327,2015-09-30
1073757,Europe,169,2015-09-30
1073757,East Asia,19,2015-09-30
1073757,Southeast Asia and Oceania,31,2015-09-30
1073757,Central and South America,28,2015-09-30
1073757,Caribbean,22,2015-09-30
1073757,South Asia,4,2015-09-30
1073757,Africa,7,2015-09-30
1073757,Middle East,4,2015-09-30
1073757,Northern America,1307,2015-12-31
1073757,Europe,168,2015-12-31
1073757,Central and South America,26,2015-12-31
1073757,East Asia,18,2015-12-31
1073757,Southeast Asia and Oceania,30,2015-12-31
1073757,Caribbean,21,2015-12-31
1073757,South Asia,4,2015-12-31
1073757,Africa,7,2015-12-31
1073757,Middle East,4,2015-12-31
1073757,Northern America,1230,2016-03-31
1073757,Europe,165,2016-03-31
1073757,Central and South America,25,2016-03-31
1073757,East Asia,18,2016-03-31
1073757,Southeast Asia and Oceania,30,2016-03-31
1073757,Caribbean,20,2016-03-31
1073757,South Asia,4,2016-03-31
1073757,Africa,7,2016-03-31
1073757,Middle East,4,2016-03-31
1073757,Northern America,1209,2016-06-30
1073757,Europe,161,2016-06-30
1073757,Central and South America,25,2016-06-30
1073757,East Asia,18,2016-06-30
1073757,Southeast Asia and Oceania,30,2016-06-30
1073757,Caribbean,20,2016-06-30
1073757,South Asia,4,2016-06-30
1073757,Africa,7,2016-06-30
1073757,Middle East,4,2016-06-30
1073757,Northern America,1198,2016-09-30
1073757,Europe,155,2016-09-30
1073757,Central and South America,24,2016-09-30
1073757,East Asia,18,2016-09-30
1073757,Southeast Asia and Oceania,27,2016-09-30
1073757,Caribbean,20,2016-09-30
1073757,South Asia,4,2016-09-30
1073757,Africa,6,2016-09-30
1073757,Middle East,4,2016-09-30
1073757,Northern America,1180,2016-12-31
1073757,Europe,143,2016-12-31
1073757,Central and South America,25,2016-12-31
1073757,East Asia,18,2016-12-31
1073757,Southeast Asia and Oceania,27,2016-12-31
1073757,Caribbean,19,2016-12-31
1073757,South Asia,4,2016-12-31
1073757,Africa,6,2016-12-31
1073757,Middle East,4,2016-12-31
1073757,Northern America,1171,2017-03-31
1073757,Europe,142,2017-03-31
1073757,Central and South America,25,2017-03-31
1073757,East Asia,18,2017-03-31
1073757,Southeast Asia and Oceania,26,2017-03-31
1073757,Caribbean,19,2017-03-31
1073757,South Asia,4,2017-03-31
1073757,Africa,6,2017-03-31
1073757,Middle East,4,2017-03-31
1073757,Northern America,1180,2017-06-30
1073757,Europe,131,2017-06-30
1073757,Central and South America,25,2017-06-30
1073757,East Asia,18,2017-06-30
1073757,Southeast Asia and Oceania,24,2017-06-30
1073757,Caribbean,18,2017-06-30
1073757,South Asia,3,2017-06-30
1073757,Middle East,3,2017-06-30
1073757,Africa,5,2017-06-30
1073757,Northern America,1170,2017-09-30
1073757,Europe,129,2017-09-30
1073757,Central and South America,24,2017-09-30
1073757,East Asia,17,2017-09-30
1073757,Southeast Asia and Oceania,24,2017-09-30
1073757,Caribbean,18,2017-09-30
1073757,South Asia,3,2017-09-30
1073757,Middle East,3,2017-09-30
1073757,Africa,4,2017-09-30
1073757,Northern America,1152,2017-12-31
1073757,Europe,127,2017-12-31
1073757,Central and South America,21,2017-12-31
1073757,East Asia,16,2017-12-31
1073757,Southeast Asia and Oceania,23,2017-12-31
1073757,Caribbean,18,2017-12-31
1073757,South Asia,3,2017-12-31
1073757,Middle East,3,2017-12-31
1073757,Africa,4,2017-12-31
1073757,Northern America,1151,2018-03-31
1073757,Europe,124,2018-03-31
1073757,Central and South America,21,2018-03-31
1073757,East Asia,16,2018-03-31
1073757,Southeast Asia and Oceania,23,2018-03-31
1073757,Caribbean,18,2018-03-31
1073757,South Asia,2,2018-03-31
1073757,Middle East,3,2018-03-31
1073757,Africa,4,2018-03-31
1073757,Northern America,1158,2018-06-30
1073757,Europe,123,2018-06-30
1073757,East Asia,16,2018-06-30
1073757,Southeast Asia and Oceania,23,2018-06-30
1073757,Central and South America,20,2018-06-30
1073757,Caribbean,17,2018-06-30
1073757,South Asia,2,2018-06-30
1073757,Middle East,3,2018-06-30
1073757,Africa,4,2018-06-30
1073757,Northern America,1153,2018-09-30
1073757,Europe,116,2018-09-30
1073757,East Asia,16,2018-09-30
1073757,Southeast Asia and Oceania,22,2018-09-30
1073757,Central and South America,20,2018-09-30
1073757,Caribbean,17,2018-09-30
1073757,South Asia,2,2018-09-30
1073757,Middle East,3,2018-09-30
1073757,Africa,4,2018-09-30
1074156,Northern America,100,1999-12-31
1074156,Northern America,106,2000-03-31
1074156,Northern America,105,2000-06-30
1074156,Northern America,119,2000-09-30
1074156,Northern America,125,2000-12-31
1074156,Northern America,134,2001-03-31
1074156,Northern America,146,2001-06-30
1074156,Northern America,140,2001-09-30
1074156,Northern America,138,2001-12-31
1074156,Northern America,153,2002-03-31
1074156,Northern America,149,2002-06-30
1074156,Northern America,163,2002-09-30
1074156,Europe,1,2002-09-30
1074156,Northern America,165,2002-12-31
1074156,Europe,1,2002-12-31
1074156,Northern America,165,2003-03-31
1074156,Europe,1,2003-03-31
1074156,Northern America,167,2003-06-30
1074156,Europe,1,2003-06-30
1074156,Northern America,197,2003-09-30
1074156,Europe,1,2003-09-30
1074156,Northern America,180,2003-12-31
1074156,Europe,1,2003-12-31
1074156,Northern America,206,2004-03-31
1074156,Europe,1,2004-03-31
1074156,Central and South America,1,2004-03-31
1074156,Northern America,212,2004-06-30
1074156,Europe,1,2004-06-30
1074156,Central and South America,1,2004-06-30
1074156,Northern America,214,2004-09-30
1074156,Europe,1,2004-09-30
1074156,Central and South America,1,2004-09-30
1074156,Northern America,217,2004-12-31
1074156,Europe,1,2004-12-31
1074156,Central and South America,1,2004-12-31
1074156,Northern America,218,2005-03-31
1074156,Europe,1,2005-03-31
1074156,Central and South America,1,2005-03-31
1074156,Northern America,226,2005-06-30
1074156,Europe,1,2005-06-30
1074156,Central and South America,1,2005-06-30
1074156,Northern America,231,2005-09-30
1074156,Europe,1,2005-09-30
1074156,Central and South America,1,2005-09-30
1074156,Northern America,233,2005-12-31
1074156,Europe,1,2005-12-31
1074156,Central and South America,1,2005-12-31
1074156,Northern America,240,2006-03-31
1074156,Europe,1,2006-03-31
1074156,Central and South America,1,2006-03-31
1074156,Northern America,250,2006-06-30
1074156,Europe,1,2006-06-30
1074156,Central and South America,1,2006-06-30
1074156,Northern America,254,2006-09-30
1074156,Europe,1,2006-09-30
1074156,Central and South America,1,2006-09-30
1074156,Northern America,258,2006-12-31
1074156,Europe,1,2006-12-31
1074156,Central and South America,1,2006-12-31
1074156,Northern America,288,2007-03-31
1074156,Europe,1,2007-03-31
1074156,Central and South America,1,2007-03-31
1074156,Northern America,306,2007-06-30
1074156,Europe,1,2007-06-30
1074156,Central and South America,1,2007-06-30
1074156,Northern America,303,2007-09-30
1074156,Europe,1,2007-09-30
1074156,Central and South America,1,2007-09-30
1074156,Northern America,372,2007-12-31
1074156,Europe,1,2007-12-31
1074156,Central and South America,1,2007-12-31
1074156,Northern America,377,2008-03-31
1074156,Europe,1,2008-03-31
1074156,Central and South America,1,2008-03-31
1074156,Northern America,394,2008-06-30
1074156,Europe,1,2008-06-30
1074156,Central and South America,1,2008-06-30
1074156,Caribbean,1,2008-06-30
1074156,Northern America,403,2008-09-30
1074156,Europe,1,2008-09-30
1074156,Central and South America,1,2008-09-30
1074156,Caribbean,1,2008-09-30
1074156,Northern America,422,2008-12-31
1074156,Europe,1,2008-12-31
1074156,Central and South America,1,2008-12-31
1074156,Caribbean,1,2008-12-31
1074156,Northern America,445,2009-03-31
1074156,Central and South America,1,2009-03-31
1074156,Europe,1,2009-03-31
1074156,Caribbean,1,2009-03-31
1074156,Northern America,458,2009-06-30
1074156,Central and South America,1,2009-06-30
1074156,Europe,1,2009-06-30
1074156,Caribbean,1,2009-06-30
1074156,Northern America,489,2009-09-30
1074156,Central and South America,1,2009-09-30
1074156,Caribbean,1,2009-09-30
1074156,Northern America,518,2009-12-31
1074156,Central and South America,1,2009-12-31
1074156,Caribbean,1,2009-12-31
1074156,Northern America,521,2010-03-31
1074156,Central and South America,1,2010-03-31
1074156,Caribbean,1,2010-03-31
1074156,Northern America,513,2010-06-30
1074156,Central and South America,1,2010-06-30
1074156,Caribbean,1,2010-06-30
1074156,Northern America,561,2010-09-30
1074156,Central and South America,1,2010-09-30
1074156,Caribbean,1,2010-09-30
1074156,Northern America,584,2010-12-31
1074156,Central and South America,1,2010-12-31
1074156,Caribbean,1,2010-12-31
1074156,Northern America,590,2011-03-31
1074156,Central and South America,1,2011-03-31
1074156,Caribbean,1,2011-03-31
1074156,Northern America,597,2011-06-30
1074156,Central and South America,1,2011-06-30
1074156,Caribbean,1,2011-06-30
1074156,Northern America,606,2011-09-30
1074156,Central and South America,1,2011-09-30
1074156,Caribbean,1,2011-09-30
1074156,Northern America,620,2011-12-31
1074156,Central and South America,1,2011-12-31
1074156,Caribbean,1,2011-12-31
1074156,Northern America,627,2012-03-31
1074156,Central and South America,1,2012-03-31
1074156,Caribbean,1,2012-03-31
1074156,Northern America,653,2012-06-30
1074156,Central and South America,1,2012-06-30
1074156,Caribbean,1,2012-06-30
1074156,Northern America,670,2012-09-30
1074156,Central and South America,1,2012-09-30
1074156,Caribbean,1,2012-09-30
1074156,Northern America,671,2012-12-31
1074156,Central and South America,1,2012-12-31
1074156,Caribbean,1,2012-12-31
1074156,Northern America,680,2013-03-31
1074156,Central and South America,1,2013-03-31
1074156,Caribbean,1,2013-03-31
1074156,Northern America,681,2013-06-30
1074156,Central and South America,1,2013-06-30
1074156,Caribbean,1,2013-06-30
1074156,Northern America,691,2013-09-30
1074156,Central and South America,1,2013-09-30
1074156,Caribbean,1,2013-09-30
1074156,Northern America,703,2013-12-31
1074156,Central and South America,1,2013-12-31
1074156,Caribbean,1,2013-12-31
1074156,Northern America,708,2014-03-31
1074156,Central and South America,1,2014-03-31
1074156,Caribbean,1,2014-03-31
1074156,Northern America,713,2014-06-30
1074156,Central and South America,1,2014-06-30
1074156,Caribbean,1,2014-06-30
1074156,Northern America,720,2014-09-30
1074156,Central and South America,1,2014-09-30
1074156,Caribbean,1,2014-09-30
1074156,Northern America,737,2014-12-31
1074156,Central and South America,1,2014-12-31
1074156,Caribbean,1,2014-12-31
1074156,Northern America,752,2015-03-31
1074156,Central and South America,1,2015-03-31
1074156,Southeast Asia and Oceania,1,2015-03-31
1074156,Caribbean,1,2015-03-31
1074156,Northern America,768,2015-06-30
1074156,Central and South America,1,2015-06-30
1074156,Southeast Asia and Oceania,1,2015-06-30
1074156,Caribbean,1,2015-06-30
1074156,Northern America,803,2015-09-30
1074156,Central and South America,1,2015-09-30
1074156,Southeast Asia and Oceania,1,2015-09-30
1074156,Caribbean,1,2015-09-30
1074156,Northern America,860,2015-12-31
1074156,Central and South America,1,2015-12-31
1074156,Southeast Asia and Oceania,1,2015-12-31
1074156,Caribbean,1,2015-12-31
1074156,Northern America,838,2016-03-31
1074156,Central and South America,1,2016-03-31
1074156,Southeast Asia and Oceania,1,2016-03-31
1074156,Caribbean,1,2016-03-31
1074156,Northern America,874,2016-06-30
1074156,Central and South America,1,2016-06-30
1074156,Southeast Asia and Oceania,1,2016-06-30
1074156,Caribbean,1,2016-06-30
1074156,Northern America,896,2016-09-30
1074156,Central and South America,1,2016-09-30
1074156,Southeast Asia and Oceania,1,2016-09-30
1074156,Caribbean,1,2016-09-30
1074156,Northern America,922,2016-12-31
1074156,Central and South America,1,2016-12-31
1074156,Southeast Asia and Oceania,1,2016-12-31
1074156,Caribbean,1,2016-12-31
1074156,Northern America,956,2017-03-31
1074156,Central and South America,1,2017-03-31
1074156,Southeast Asia and Oceania,1,2017-03-31
1074156,Caribbean,1,2017-03-31
1074156,Northern America,946,2017-06-30
1074156,Central and South America,1,2017-06-30
1074156,Southeast Asia and Oceania,1,2017-06-30
1074156,Caribbean,1,2017-06-30
1074156,Northern America,972,2017-09-30
1074156,Central and South America,1,2017-09-30
1074156,Southeast Asia and Oceania,1,2017-09-30
1074156,Caribbean,1,2017-09-30
1074156,Northern America,977,2017-12-31
1074156,Central and South America,1,2017-12-31
1074156,Southeast Asia and Oceania,1,2017-12-31
1074156,Caribbean,1,2017-12-31
1074156,Northern America,965,2018-03-31
1074156,Central and South America,1,2018-03-31
1074156,Southeast Asia and Oceania,1,2018-03-31
1074156,Caribbean,1,2018-03-31
1074156,Northern America,993,2018-06-30
1074156,Central and South America,1,2018-06-30
1074156,Southeast Asia and Oceania,1,2018-06-30
1074156,Caribbean,1,2018-06-30
1074156,Northern America,1042,2018-09-30
1074156,Central and South America,1,2018-09-30
1074156,Southeast Asia and Oceania,1,2018-09-30
1074156,Caribbean,1,2018-09-30
1111435,Northern America,89,1999-12-31
1111435,Southeast Asia and Oceania,9,1999-12-31
1111435,East Asia,8,1999-12-31
1111435,Europe,22,1999-12-31
1111435,Caribbean,4,1999-12-31
1111435,Northern America,104,2000-03-31
1111435,East Asia,9,2000-03-31
1111435,Europe,23,2000-03-31
1111435,Southeast Asia and Oceania,10,2000-03-31
1111435,Caribbean,4,2000-03-31
1111435,Northern America,112,2000-06-30
1111435,Europe,23,2000-06-30
1111435,Southeast Asia and Oceania,10,2000-06-30
1111435,East Asia,9,2000-06-30
1111435,Caribbean,4,2000-06-30
1111435,Northern America,117,2000-09-30
1111435,Europe,23,2000-09-30
1111435,Southeast Asia and Oceania,10,2000-09-30
1111435,East Asia,10,2000-09-30
1111435,Caribbean,4,2000-09-30
1111435,Northern America,117,2000-12-31
1111435,Europe,24,2000-12-31
1111435,Southeast Asia and Oceania,10,2000-12-31
1111435,East Asia,10,2000-12-31
1111435,Caribbean,4,2000-12-31
1111435,Northern America,120,2001-03-31
1111435,Europe,26,2001-03-31
1111435,East Asia,11,2001-03-31
1111435,Caribbean,5,2001-03-31
1111435,Southeast Asia and Oceania,10,2001-03-31
1111435,Northern America,123,2001-06-30
1111435,Europe,27,2001-06-30
1111435,East Asia,11,2001-06-30
1111435,Caribbean,5,2001-06-30
1111435,Southeast Asia and Oceania,10,2001-06-30
1111435,Northern America,111,2001-09-30
1111435,Southeast Asia and Oceania,9,2001-09-30
1111435,Europe,27,2001-09-30
1111435,East Asia,11,2001-09-30
1111435,Caribbean,4,2001-09-30
1111435,Africa,2,2001-09-30
1111435,Northern America,117,2001-12-31
1111435,Europe,27,2001-12-31
1111435,East Asia,11,2001-12-31
1111435,Caribbean,5,2001-12-31
1111435,Southeast Asia and Oceania,10,2001-12-31
1111435,Africa,2,2001-12-31
1111435,Northern America,116,2002-03-31
1111435,Europe,27,2002-03-31
1111435,East Asia,11,2002-03-31
1111435,Caribbean,5,2002-03-31
1111435,Southeast Asia and Oceania,9,2002-03-31
1111435,Africa,2,2002-03-31
1111435,Northern America,115,2002-06-30
1111435,Europe,28,2002-06-30
1111435,East Asia,11,2002-06-30
1111435,Caribbean,5,2002-06-30
1111435,Southeast Asia and Oceania,9,2002-06-30
1111435,Africa,2,2002-06-30
1111435,Northern America,118,2002-09-30
1111435,Europe,31,2002-09-30
1111435,East Asia,11,2002-09-30
1111435,Caribbean,6,2002-09-30
1111435,Southeast Asia and Oceania,9,2002-09-30
1111435,Africa,2,2002-09-30
1111435,Northern America,123,2002-12-31
1111435,Europe,31,2002-12-31
1111435,East Asia,11,2002-12-31
1111435,Caribbean,6,2002-12-31
1111435,Southeast Asia and Oceania,9,2002-12-31
1111435,Africa,2,2002-12-31
1111435,Northern America,125,2003-03-31
1111435,Europe,42,2003-03-31
1111435,East Asia,10,2003-03-31
1111435,Caribbean,6,2003-03-31
1111435,Southeast Asia and Oceania,9,2003-03-31
1111435,Africa,2,2003-03-31
1111435,Northern America,128,2003-06-30
1111435,Europe,42,2003-06-30
1111435,East Asia,10,2003-06-30
1111435,Caribbean,6,2003-06-30
1111435,Southeast Asia and Oceania,9,2003-06-30
1111435,Africa,2,2003-06-30
1111435,Northern America,135,2003-09-30
1111435,Europe,42,2003-09-30
1111435,East Asia,9,2003-09-30
1111435,Caribbean,6,2003-09-30
1111435,Southeast Asia and Oceania,9,2003-09-30
1111435,Africa,2,2003-09-30
1111435,Northern America,136,2003-12-31
1111435,Europe,42,2003-12-31
1111435,East Asia,9,2003-12-31
1111435,Caribbean,6,2003-12-31
1111435,Southeast Asia and Oceania,9,2003-12-31
1111435,Africa,2,2003-12-31
1111435,Northern America,135,2004-03-31
1111435,Europe,43,2004-03-31
1111435,East Asia,9,2004-03-31
1111435,Caribbean,6,2004-03-31
1111435,Southeast Asia and Oceania,9,2004-03-31
1111435,Africa,2,2004-03-31
1111435,Northern America,141,2004-06-30
1111435,Europe,43,2004-06-30
1111435,East Asia,9,2004-06-30
1111435,Caribbean,6,2004-06-30
1111435,Southeast Asia and Oceania,10,2004-06-30
1111435,Africa,3,2004-06-30
1111435,Northern America,142,2004-09-30
1111435,Europe,42,2004-09-30
1111435,East Asia,9,2004-09-30
1111435,Caribbean,6,2004-09-30
1111435,Southeast Asia and Oceania,10,2004-09-30
1111435,Africa,3,2004-09-30
1111435,Northern America,144,2004-12-31
1111435,Europe,42,2004-12-31
1111435,East Asia,9,2004-12-31
1111435,Caribbean,6,2004-12-31
1111435,Southeast Asia and Oceania,10,2004-12-31
1111435,Africa,3,2004-12-31
1111435,Northern America,153,2005-03-31
1111435,Europe,40,2005-03-31
1111435,East Asia,9,2005-03-31
1111435,Caribbean,6,2005-03-31
1111435,Southeast Asia and Oceania,9,2005-03-31
1111435,Africa,4,2005-03-31
1111435,South Asia,1,2005-03-31
1111435,Northern America,159,2005-06-30
1111435,Europe,40,2005-06-30
1111435,East Asia,9,2005-06-30
1111435,Caribbean,5,2005-06-30
1111435,Southeast Asia and Oceania,9,2005-06-30
1111435,Africa,4,2005-06-30
1111435,South Asia,1,2005-06-30
1111435,Northern America,149,2005-09-30
1111435,Europe,38,2005-09-30
1111435,East Asia,9,2005-09-30
1111435,Caribbean,6,2005-09-30
1111435,Southeast Asia and Oceania,9,2005-09-30
1111435,Africa,4,2005-09-30
1111435,South Asia,1,2005-09-30
1111435,Northern America,160,2005-12-31
1111435,Europe,37,2005-12-31
1111435,East Asia,10,2005-12-31
1111435,Caribbean,6,2005-12-31
1111435,Southeast Asia and Oceania,9,2005-12-31
1111435,Africa,4,2005-12-31
1111435,South Asia,1,2005-12-31
1111435,Northern America,154,2006-03-31
1111435,Europe,37,2006-03-31
1111435,East Asia,10,2006-03-31
1111435,Caribbean,6,2006-03-31
1111435,Southeast Asia and Oceania,9,2006-03-31
1111435,Africa,4,2006-03-31
1111435,South Asia,1,2006-03-31
1111435,Northern America,143,2006-06-30
1111435,Europe,38,2006-06-30
1111435,East Asia,10,2006-06-30
1111435,Caribbean,6,2006-06-30
1111435,Southeast Asia and Oceania,9,2006-06-30
1111435,Africa,4,2006-06-30
1111435,South Asia,1,2006-06-30
1111435,Northern America,143,2006-09-30
1111435,Europe,38,2006-09-30
1111435,East Asia,10,2006-09-30
1111435,Caribbean,6,2006-09-30
1111435,Southeast Asia and Oceania,9,2006-09-30
1111435,Africa,4,2006-09-30
1111435,South Asia,1,2006-09-30
1111435,Northern America,147,2006-12-31
1111435,Europe,38,2006-12-31
1111435,East Asia,10,2006-12-31
1111435,Caribbean,6,2006-12-31
1111435,Southeast Asia and Oceania,9,2006-12-31
1111435,Africa,4,2006-12-31
1111435,South Asia,1,2006-12-31
1111435,Northern America,157,2007-03-31
1111435,Europe,38,2007-03-31
1111435,East Asia,10,2007-03-31
1111435,Caribbean,6,2007-03-31
1111435,Southeast Asia and Oceania,9,2007-03-31
1111435,Africa,4,2007-03-31
1111435,South Asia,1,2007-03-31
1111435,Northern America,171,2007-06-30
1111435,Europe,38,2007-06-30
1111435,East Asia,10,2007-06-30
1111435,Caribbean,6,2007-06-30
1111435,Southeast Asia and Oceania,9,2007-06-30
1111435,Africa,4,2007-06-30
1111435,South Asia,1,2007-06-30
1111435,Northern America,202,2007-09-30
1111435,Europe,45,2007-09-30
1111435,East Asia,10,2007-09-30
1111435,Caribbean,7,2007-09-30
1111435,Southeast Asia and Oceania,9,2007-09-30
1111435,Africa,4,2007-09-30
1111435,South Asia,2,2007-09-30
1111435,Northern America,202,2007-12-31
1111435,Europe,46,2007-12-31
1111435,East Asia,12,2007-12-31
1111435,Caribbean,7,2007-12-31
1111435,Southeast Asia and Oceania,9,2007-12-31
1111435,Africa,5,2007-12-31
1111435,South Asia,2,2007-12-31
1111435,Northern America,196,2008-03-31
1111435,Europe,45,2008-03-31
1111435,East Asia,12,2008-03-31
1111435,Caribbean,7,2008-03-31
1111435,Southeast Asia and Oceania,9,2008-03-31
1111435,Africa,5,2008-03-31
1111435,South Asia,2,2008-03-31
1111435,Northern America,193,2008-06-30
1111435,Europe,45,2008-06-30
1111435,East Asia,12,2008-06-30
1111435,Caribbean,7,2008-06-30
1111435,Southeast Asia and Oceania,9,2008-06-30
1111435,Africa,5,2008-06-30
1111435,South Asia,2,2008-06-30
1111435,Northern America,193,2008-09-30
1111435,Europe,53,2008-09-30
1111435,East Asia,11,2008-09-30
1111435,Caribbean,6,2008-09-30
1111435,Southeast Asia and Oceania,8,2008-09-30
1111435,Africa,5,2008-09-30
1111435,South Asia,2,2008-09-30
1111435,Northern America,191,2008-12-31
1111435,Europe,64,2008-12-31
1111435,East Asia,10,2008-12-31
1111435,Caribbean,6,2008-12-31
1111435,Southeast Asia and Oceania,8,2008-12-31
1111435,Africa,5,2008-12-31
1111435,South Asia,2,2008-12-31
1111435,Middle East,1,2008-12-31
1111435,Northern America,195,2009-03-31
1111435,East Asia,10,2009-03-31
1111435,Caribbean,6,2009-03-31
1111435,Europe,62,2009-03-31
1111435,Southeast Asia and Oceania,8,2009-03-31
1111435,Africa,5,2009-03-31
1111435,South Asia,2,2009-03-31
1111435,Middle East,1,2009-03-31
1111435,Northern America,121,2009-06-30
1111435,East Asia,10,2009-06-30
1111435,Caribbean,6,2009-06-30
1111435,Europe,62,2009-06-30
1111435,Southeast Asia and Oceania,8,2009-06-30
1111435,Africa,5,2009-06-30
1111435,South Asia,2,2009-06-30
1111435,Middle East,1,2009-06-30
1111435,Northern America,122,2009-09-30
1111435,East Asia,10,2009-09-30
1111435,Caribbean,6,2009-09-30
1111435,Europe,62,2009-09-30
1111435,Southeast Asia and Oceania,8,2009-09-30
1111435,Africa,5,2009-09-30
1111435,South Asia,2,2009-09-30
1111435,Middle East,1,2009-09-30
1111435,Northern America,122,2009-12-31
1111435,East Asia,10,2009-12-31
1111435,Caribbean,6,2009-12-31
1111435,Europe,61,2009-12-31
1111435,Southeast Asia and Oceania,8,2009-12-31
1111435,Africa,5,2009-12-31
1111435,South Asia,2,2009-12-31
1111435,Middle East,1,2009-12-31
1111435,Northern America,119,2010-03-31
1111435,East Asia,9,2010-03-31
1111435,Europe,62,2010-03-31
1111435,Southeast Asia and Oceania,8,2010-03-31
1111435,Caribbean,6,2010-03-31
1111435,Africa,5,2010-03-31
1111435,South Asia,2,2010-03-31
1111435,Middle East,1,2010-03-31
1111435,Northern America,122,2010-06-30
1111435,East Asia,10,2010-06-30
1111435,Europe,89,2010-06-30
1111435,Southeast Asia and Oceania,9,2010-06-30
1111435,Caribbean,6,2010-06-30
1111435,Africa,5,2010-06-30
1111435,South Asia,2,2010-06-30
1111435,Middle East,1,2010-06-30
1111435,Northern America,123,2010-09-30
1111435,East Asia,10,2010-09-30
1111435,Europe,90,2010-09-30
1111435,Southeast Asia and Oceania,9,2010-09-30
1111435,Caribbean,6,2010-09-30
1111435,Africa,5,2010-09-30
1111435,South Asia,2,2010-09-30
1111435,Middle East,1,2010-09-30
1111435,Northern America,115,2010-12-31
1111435,East Asia,10,2010-12-31
1111435,Europe,90,2010-12-31
1111435,Southeast Asia and Oceania,9,2010-12-31
1111435,Caribbean,6,2010-12-31
1111435,Africa,5,2010-12-31
1111435,South Asia,2,2010-12-31
1111435,Middle East,1,2010-12-31
1111435,Northern America,115,2011-03-31
1111435,East Asia,10,2011-03-31
1111435,Europe,93,2011-03-31
1111435,Southeast Asia and Oceania,9,2011-03-31
1111435,Caribbean,6,2011-03-31
1111435,Africa,5,2011-03-31
1111435,South Asia,3,2011-03-31
1111435,Middle East,1,2011-03-31
1111435,Northern America,114,2011-06-30
1111435,East Asia,10,2011-06-30
1111435,Europe,93,2011-06-30
1111435,Southeast Asia and Oceania,11,2011-06-30
1111435,Caribbean,5,2011-06-30
1111435,Africa,5,2011-06-30
1111435,South Asia,3,2011-06-30
1111435,Middle East,1,2011-06-30
1111435,Northern America,112,2011-09-30
1111435,East Asia,10,2011-09-30
1111435,Europe,93,2011-09-30
1111435,Southeast Asia and Oceania,12,2011-09-30
1111435,Caribbean,7,2011-09-30
1111435,Africa,5,2011-09-30
1111435,South Asia,4,2011-09-30
1111435,Middle East,1,2011-09-30
1111435,Northern America,112,2011-12-31
1111435,East Asia,10,2011-12-31
1111435,Europe,97,2011-12-31
1111435,Southeast Asia and Oceania,12,2011-12-31
1111435,Caribbean,7,2011-12-31
1111435,Africa,5,2011-12-31
1111435,South Asia,4,2011-12-31
1111435,Middle East,1,2011-12-31
1111435,Northern America,114,2012-03-31
1111435,East Asia,10,2012-03-31
1111435,Europe,98,2012-03-31
1111435,Southeast Asia and Oceania,12,2012-03-31
1111435,Caribbean,7,2012-03-31
1111435,Africa,3,2012-03-31
1111435,South Asia,5,2012-03-31
1111435,Middle East,1,2012-03-31
1111435,Northern America,113,2012-06-30
1111435,East Asia,10,2012-06-30
1111435,Europe,98,2012-06-30
